"","HHID","ENID","region_state","Latitude","Longitude","plantingDate","variety","intHarvestDate_CON","intHarvestDate_SSR","yielddata","pmnth","pday","pyear","rtdmy","f0m","harvest","yield","diff","days","hvstype","daterc","Rmnth","Rday","Ryear","Rmth","Plmth","numdiff","numdiff2","region3"
"8381","ACHHNG001462","ACEANG000201","OG",6.638,2.853,"26-May-18","other_local","26-May-19","26-Mar-19","TRUE",5,26,2018,2018-05-26,"May","yield_SSR",NA,"diffeffH",304,"HarvestDate_CON","26-May-19",5,26,2019,"May","May",10,10,"OG"
"12461","ACHHNG001462","ACEANG000201","OG",6.638,2.853,"26-May-18","other_local","26-May-19","26-Mar-19","TRUE",5,26,2018,2018-05-26,"May","yield_SSR",NA,"diffeffC",365,"HarvestDate_CON","26-May-19",5,26,2019,"May","May",12,12,"OG"
"2310","ACHHNG001467","ACEANG000201","OG",6.644,2.846,"22-Mar-18","other_improved","27-Dec-18","7-Jan-19","TRUE",3,22,2018,2018-03-22,"Mar","yield_SSR",NA,"diffeffH",291,"HarvestDate_SSR","7-Jan-19",1,7,2019,"Jan","Mar",10,10,"OG"
"4311","ACHHNG001467","ACEANG000201","OG",6.644,2.846,"22-Mar-18","other_improved","27-Dec-18","7-Jan-19","TRUE",3,22,2018,2018-03-22,"Mar","yield_SSR",NA,"diffeffC",280,"HarvestDate_SSR","7-Jan-19",1,7,2019,"Jan","Mar",9,9,"OG"
"8391","ACHHNG001467","ACEANG000201","OG",6.644,2.846,"22-Mar-18","other_improved","27-Dec-18","7-Jan-19","TRUE",3,22,2018,2018-03-22,"Mar","yield_SSR",NA,"diffeffH",291,"HarvestDate_CON","27-Dec-18",12,27,2018,"Dec","Mar",10,10,"OG"
"12471","ACHHNG001467","ACEANG000201","OG",6.644,2.846,"22-Mar-18","other_improved","27-Dec-18","7-Jan-19","TRUE",3,22,2018,2018-03-22,"Mar","yield_SSR",NA,"diffeffC",280,"HarvestDate_CON","27-Dec-18",12,27,2018,"Dec","Mar",9,9,"OG"
"2410","ACHHNG001493","ACEANG000165","ON",7.317,5.102,"17-Apr-18","other_improved","24-Jan-19","20-Mar-19","TRUE",4,17,2018,2018-04-17,"Apr","yield_SSR",NA,"diffeffH",337,"HarvestDate_SSR","20-Mar-19",3,20,2019,"Mar","Apr",11,11,"ON"
"4321","ACHHNG001493","ACEANG000165","ON",7.317,5.102,"17-Apr-18","other_improved","24-Jan-19","20-Mar-19","TRUE",4,17,2018,2018-04-17,"Apr","yield_SSR",NA,"diffeffC",282,"HarvestDate_SSR","20-Mar-19",3,20,2019,"Mar","Apr",9,9,"ON"
"8401","ACHHNG001493","ACEANG000165","ON",7.317,5.102,"17-Apr-18","other_improved","24-Jan-19","20-Mar-19","TRUE",4,17,2018,2018-04-17,"Apr","yield_SSR",NA,"diffeffH",337,"HarvestDate_CON","24-Jan-19",1,24,2019,"Jan","Apr",11,11,"ON"
"12481","ACHHNG001493","ACEANG000165","ON",7.317,5.102,"17-Apr-18","other_improved","24-Jan-19","20-Mar-19","TRUE",4,17,2018,2018-04-17,"Apr","yield_SSR",NA,"diffeffC",282,"HarvestDate_CON","24-Jan-19",1,24,2019,"Jan","Apr",9,9,"ON"
"2510","ACHHNG001494","ACEANG000165","ON",7.324,5.125,"5-Mar-18","other_improved","5-Feb-19","8-Apr-19","TRUE",3,5,2018,2018-03-05,"Mar","yield_SSR",NA,"diffeffH",399,"HarvestDate_SSR","8-Apr-19",4,8,2019,"Apr","Mar",13,13,"ON"
"4331","ACHHNG001494","ACEANG000165","ON",7.324,5.125,"5-Mar-18","other_improved","5-Feb-19","8-Apr-19","TRUE",3,5,2018,2018-03-05,"Mar","yield_SSR",NA,"diffeffC",337,"HarvestDate_SSR","8-Apr-19",4,8,2019,"Apr","Mar",11,11,"ON"
"8411","ACHHNG001494","ACEANG000165","ON",7.324,5.125,"5-Mar-18","other_improved","5-Feb-19","8-Apr-19","TRUE",3,5,2018,2018-03-05,"Mar","yield_SSR",NA,"diffeffH",399,"HarvestDate_CON","5-Feb-19",2,5,2019,"Feb","Mar",13,13,"ON"
"12491","ACHHNG001494","ACEANG000165","ON",7.324,5.125,"5-Mar-18","other_improved","5-Feb-19","8-Apr-19","TRUE",3,5,2018,2018-03-05,"Mar","yield_SSR",NA,"diffeffC",337,"HarvestDate_CON","5-Feb-19",2,5,2019,"Feb","Mar",11,11,"ON"
"2610","ACHHNG001496","ACEANG000165","ON",7.324,5.126,"2-Jun-18","other_improved","10-Apr-19","24-Apr-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffH",326,"HarvestDate_SSR","24-Apr-19",4,24,2019,"Apr","Jun",11,11,"ON"
"4341","ACHHNG001496","ACEANG000165","ON",7.324,5.126,"2-Jun-18","other_improved","10-Apr-19","24-Apr-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffC",312,"HarvestDate_SSR","24-Apr-19",4,24,2019,"Apr","Jun",10,10,"ON"
"8421","ACHHNG001496","ACEANG000165","ON",7.324,5.126,"2-Jun-18","other_improved","10-Apr-19","24-Apr-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffH",326,"HarvestDate_CON","10-Apr-19",4,10,2019,"Apr","Jun",11,11,"ON"
"12501","ACHHNG001496","ACEANG000165","ON",7.324,5.126,"2-Jun-18","other_improved","10-Apr-19","24-Apr-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffC",312,"HarvestDate_CON","10-Apr-19",4,10,2019,"Apr","Jun",10,10,"ON"
"2710","ACHHNG001498","ACEANG000165","ON",7.327,5.124,"25-Jun-18","other_improved","25-May-19","25-Apr-19","TRUE",6,25,2018,2018-06-25,"Jun","yield_SSR",NA,"diffeffH",304,"HarvestDate_SSR","25-Apr-19",4,25,2019,"Apr","Jun",10,10,"ON"
"4351","ACHHNG001498","ACEANG000165","ON",7.327,5.124,"25-Jun-18","other_improved","25-May-19","25-Apr-19","TRUE",6,25,2018,2018-06-25,"Jun","yield_SSR",NA,"diffeffC",334,"HarvestDate_SSR","25-Apr-19",4,25,2019,"Apr","Jun",11,11,"ON"
"8431","ACHHNG001498","ACEANG000165","ON",7.327,5.124,"25-Jun-18","other_improved","25-May-19","25-Apr-19","TRUE",6,25,2018,2018-06-25,"Jun","yield_SSR",NA,"diffeffH",304,"HarvestDate_CON","25-May-19",5,25,2019,"May","Jun",10,10,"ON"
"12511","ACHHNG001498","ACEANG000165","ON",7.327,5.124,"25-Jun-18","other_improved","25-May-19","25-Apr-19","TRUE",6,25,2018,2018-06-25,"Jun","yield_SSR",NA,"diffeffC",334,"HarvestDate_CON","25-May-19",5,25,2019,"May","Jun",11,11,"ON"
"2810","ACHHNG001499","ACEANG000165","ON",7.315,5.101,"10-May-18","TMS30572","15-Mar-19","30-Apr-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",NA,"diffeffH",355,"HarvestDate_SSR","30-Apr-19",4,30,2019,"Apr","May",12,12,"ON"
"4361","ACHHNG001499","ACEANG000165","ON",7.315,5.101,"10-May-18","TMS30572","15-Mar-19","30-Apr-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",NA,"diffeffC",309,"HarvestDate_SSR","30-Apr-19",4,30,2019,"Apr","May",10,10,"ON"
"8441","ACHHNG001499","ACEANG000165","ON",7.315,5.101,"10-May-18","TMS30572","15-Mar-19","30-Apr-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",NA,"diffeffH",355,"HarvestDate_CON","15-Mar-19",3,15,2019,"Mar","May",12,12,"ON"
"12521","ACHHNG001499","ACEANG000165","ON",7.315,5.101,"10-May-18","TMS30572","15-Mar-19","30-Apr-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",NA,"diffeffC",309,"HarvestDate_CON","15-Mar-19",3,15,2019,"Mar","May",10,10,"ON"
"4381","ACHHNG001873","ACEANG000169","OY",7.781,3.384,"18-Jun-18","TME419","19-Jun-19","2-Jul-18","TRUE",6,18,2018,2018-06-18,"Jun","yield_SSR",110.4,"diffeffC",366,"HarvestDate_SSR","2-Jul-18",7,2,2018,"Jul","Jun",12,12,"OY"
"12541","ACHHNG001873","ACEANG000169","OY",7.781,3.384,"18-Jun-18","TME419","19-Jun-19","2-Jul-18","TRUE",6,18,2018,2018-06-18,"Jun","yield_SSR",110.4,"diffeffC",366,"HarvestDate_CON","19-Jun-19",6,19,2019,"Jun","Jun",12,12,"OY"
"3110","ACHHNG001874","ACEANG000169","OY",7.775,3.39,"13-Jun-18","TME419","18-Jul-19","25-Jul-19","TRUE",6,13,2018,2018-06-13,"Jun","yield_SSR",NA,"diffeffH",407,"HarvestDate_SSR","25-Jul-19",7,25,2019,"Jul","Jun",14,14,"OY"
"4391","ACHHNG001874","ACEANG000169","OY",7.775,3.39,"13-Jun-18","TME419","18-Jul-19","25-Jul-19","TRUE",6,13,2018,2018-06-13,"Jun","yield_SSR",NA,"diffeffC",400,"HarvestDate_SSR","25-Jul-19",7,25,2019,"Jul","Jun",13,13,"OY"
"8471","ACHHNG001874","ACEANG000169","OY",7.775,3.39,"13-Jun-18","TME419","18-Jul-19","25-Jul-19","TRUE",6,13,2018,2018-06-13,"Jun","yield_SSR",NA,"diffeffH",407,"HarvestDate_CON","18-Jul-19",7,18,2019,"Jul","Jun",14,14,"OY"
"12551","ACHHNG001874","ACEANG000169","OY",7.775,3.39,"13-Jun-18","TME419","18-Jul-19","25-Jul-19","TRUE",6,13,2018,2018-06-13,"Jun","yield_SSR",NA,"diffeffC",400,"HarvestDate_CON","18-Jul-19",7,18,2019,"Jul","Jun",13,13,"OY"
"3210","ACHHNG001875","ACEANG000169","OY",7.775,3.397,"4-Jun-18","TME419","23-Jul-19","23-Jul-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",414,"HarvestDate_SSR","23-Jul-19",7,23,2019,"Jul","Jun",14,14,"OY"
"4401","ACHHNG001875","ACEANG000169","OY",7.775,3.397,"4-Jun-18","TME419","23-Jul-19","23-Jul-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",414,"HarvestDate_SSR","23-Jul-19",7,23,2019,"Jul","Jun",14,14,"OY"
"8481","ACHHNG001875","ACEANG000169","OY",7.775,3.397,"4-Jun-18","TME419","23-Jul-19","23-Jul-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",414,"HarvestDate_CON","23-Jul-19",7,23,2019,"Jul","Jun",14,14,"OY"
"12561","ACHHNG001875","ACEANG000169","OY",7.775,3.397,"4-Jun-18","TME419","23-Jul-19","23-Jul-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",414,"HarvestDate_CON","23-Jul-19",7,23,2019,"Jul","Jun",14,14,"OY"
"3510","ACHHNG001879","ACEANG000169","OY",7.766,3.387,"7-Jun-18","TME419","4-Jul-19","11-Jul-19","TRUE",6,7,2018,2018-06-07,"Jun","yield_SSR",150,"diffeffH",399,"HarvestDate_SSR","11-Jul-19",7,11,2019,"Jul","Jun",13,13,"OY"
"4431","ACHHNG001879","ACEANG000169","OY",7.766,3.387,"7-Jun-18","TME419","4-Jul-19","11-Jul-19","TRUE",6,7,2018,2018-06-07,"Jun","yield_SSR",150,"diffeffC",392,"HarvestDate_SSR","11-Jul-19",7,11,2019,"Jul","Jun",13,13,"OY"
"8511","ACHHNG001879","ACEANG000169","OY",7.766,3.387,"7-Jun-18","TME419","4-Jul-19","11-Jul-19","TRUE",6,7,2018,2018-06-07,"Jun","yield_SSR",150,"diffeffH",399,"HarvestDate_CON","4-Jul-19",7,4,2019,"Jul","Jun",13,13,"OY"
"12591","ACHHNG001879","ACEANG000169","OY",7.766,3.387,"7-Jun-18","TME419","4-Jul-19","11-Jul-19","TRUE",6,7,2018,2018-06-07,"Jun","yield_SSR",150,"diffeffC",392,"HarvestDate_CON","4-Jul-19",7,4,2019,"Jul","Jun",13,13,"OY"
"3710","ACHHNG001882","ACEANG000172","OY",8.223,3.512,"10-Jul-18","other_improved","10-Oct-19","10-Jul-19","TRUE",7,10,2018,2018-07-10,"Jul","yield_SSR",NA,"diffeffH",365,"HarvestDate_SSR","10-Jul-19",7,10,2019,"Jul","Jul",12,12,"OY"
"4451","ACHHNG001882","ACEANG000172","OY",8.223,3.512,"10-Jul-18","other_improved","10-Oct-19","10-Jul-19","TRUE",7,10,2018,2018-07-10,"Jul","yield_SSR",NA,"diffeffC",457,"HarvestDate_SSR","10-Jul-19",7,10,2019,"Jul","Jul",15,15,"OY"
"8531","ACHHNG001882","ACEANG000172","OY",8.223,3.512,"10-Jul-18","other_improved","10-Oct-19","10-Jul-19","TRUE",7,10,2018,2018-07-10,"Jul","yield_SSR",NA,"diffeffH",365,"HarvestDate_CON","10-Oct-19",10,10,2019,"Oct","Jul",12,12,"OY"
"12611","ACHHNG001882","ACEANG000172","OY",8.223,3.512,"10-Jul-18","other_improved","10-Oct-19","10-Jul-19","TRUE",7,10,2018,2018-07-10,"Jul","yield_SSR",NA,"diffeffC",457,"HarvestDate_CON","10-Oct-19",10,10,2019,"Oct","Jul",15,15,"OY"
"3810","ACHHNG001883","ACEANG000172","OY",8.22,3.511,"2-Jun-18","other_improved","2-Sep-19","2-Jun-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffH",365,"HarvestDate_SSR","2-Jun-19",6,2,2019,"Jun","Jun",12,12,"OY"
"4461","ACHHNG001883","ACEANG000172","OY",8.22,3.511,"2-Jun-18","other_improved","2-Sep-19","2-Jun-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffC",457,"HarvestDate_SSR","2-Jun-19",6,2,2019,"Jun","Jun",15,15,"OY"
"8541","ACHHNG001883","ACEANG000172","OY",8.22,3.511,"2-Jun-18","other_improved","2-Sep-19","2-Jun-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffH",365,"HarvestDate_CON","2-Sep-19",9,2,2019,"Sep","Jun",12,12,"OY"
"12621","ACHHNG001883","ACEANG000172","OY",8.22,3.511,"2-Jun-18","other_improved","2-Sep-19","2-Jun-19","TRUE",6,2,2018,2018-06-02,"Jun","yield_SSR",NA,"diffeffC",457,"HarvestDate_CON","2-Sep-19",9,2,2019,"Sep","Jun",15,15,"OY"
"4010","ACHHNG001887","ACEANG000172","OY",8.257,3.416,"15-Jun-18","other_improved","10-Sep-19","10-Jun-19","TRUE",6,15,2018,2018-06-15,"Jun","yield_SSR",NA,"diffeffH",360,"HarvestDate_SSR","10-Jun-19",6,10,2019,"Jun","Jun",12,12,"OY"
"4481","ACHHNG001887","ACEANG000172","OY",8.257,3.416,"15-Jun-18","other_improved","10-Sep-19","10-Jun-19","TRUE",6,15,2018,2018-06-15,"Jun","yield_SSR",NA,"diffeffC",452,"HarvestDate_SSR","10-Jun-19",6,10,2019,"Jun","Jun",15,15,"OY"
"8561","ACHHNG001887","ACEANG000172","OY",8.257,3.416,"15-Jun-18","other_improved","10-Sep-19","10-Jun-19","TRUE",6,15,2018,2018-06-15,"Jun","yield_SSR",NA,"diffeffH",360,"HarvestDate_CON","10-Sep-19",9,10,2019,"Sep","Jun",12,12,"OY"
"12641","ACHHNG001887","ACEANG000172","OY",8.257,3.416,"15-Jun-18","other_improved","10-Sep-19","10-Jun-19","TRUE",6,15,2018,2018-06-15,"Jun","yield_SSR",NA,"diffeffC",452,"HarvestDate_CON","10-Sep-19",9,10,2019,"Sep","Jun",15,15,"OY"
"4110","ACHHNG001888","ACEANG000172","OY",8.228,3.392,"17-Jun-18","other_improved","17-Sep-19","17-Jun-19","TRUE",6,17,2018,2018-06-17,"Jun","yield_SSR",156.8,"diffeffH",365,"HarvestDate_SSR","17-Jun-19",6,17,2019,"Jun","Jun",12,12,"OY"
"4491","ACHHNG001888","ACEANG000172","OY",8.228,3.392,"17-Jun-18","other_improved","17-Sep-19","17-Jun-19","TRUE",6,17,2018,2018-06-17,"Jun","yield_SSR",156.8,"diffeffC",457,"HarvestDate_SSR","17-Jun-19",6,17,2019,"Jun","Jun",15,15,"OY"
"8571","ACHHNG001888","ACEANG000172","OY",8.228,3.392,"17-Jun-18","other_improved","17-Sep-19","17-Jun-19","TRUE",6,17,2018,2018-06-17,"Jun","yield_SSR",156.8,"diffeffH",365,"HarvestDate_CON","17-Sep-19",9,17,2019,"Sep","Jun",12,12,"OY"
"12651","ACHHNG001888","ACEANG000172","OY",8.228,3.392,"17-Jun-18","other_improved","17-Sep-19","17-Jun-19","TRUE",6,17,2018,2018-06-17,"Jun","yield_SSR",156.8,"diffeffC",457,"HarvestDate_CON","17-Sep-19",9,17,2019,"Sep","Jun",15,15,"OY"
"4210","ACHHNG001889","ACEANG000172","OY",8.17,3.406,"4-Jun-18","other_improved","4-Sep-19","4-Jun-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",365,"HarvestDate_SSR","4-Jun-19",6,4,2019,"Jun","Jun",12,12,"OY"
"4501","ACHHNG001889","ACEANG000172","OY",8.17,3.406,"4-Jun-18","other_improved","4-Sep-19","4-Jun-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",457,"HarvestDate_SSR","4-Jun-19",6,4,2019,"Jun","Jun",15,15,"OY"
"8581","ACHHNG001889","ACEANG000172","OY",8.17,3.406,"4-Jun-18","other_improved","4-Sep-19","4-Jun-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",365,"HarvestDate_CON","4-Sep-19",9,4,2019,"Sep","Jun",12,12,"OY"
"12661","ACHHNG001889","ACEANG000172","OY",8.17,3.406,"4-Jun-18","other_improved","4-Sep-19","4-Jun-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",457,"HarvestDate_CON","4-Sep-19",9,4,2019,"Sep","Jun",15,15,"OY"
"4310","ACHHNG001892","ACEANG000330","OY",7.772,3.399,"10-May-18","TME419","14-May-19","18-Jul-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",8,"diffeffH",434,"HarvestDate_SSR","18-Jul-19",7,18,2019,"Jul","May",14,14,"OY"
"4511","ACHHNG001892","ACEANG000330","OY",7.772,3.399,"10-May-18","TME419","14-May-19","18-Jul-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",8,"diffeffC",369,"HarvestDate_SSR","18-Jul-19",7,18,2019,"Jul","May",12,12,"OY"
"8591","ACHHNG001892","ACEANG000330","OY",7.772,3.399,"10-May-18","TME419","14-May-19","18-Jul-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",8,"diffeffH",434,"HarvestDate_CON","14-May-19",5,14,2019,"May","May",14,14,"OY"
"12671","ACHHNG001892","ACEANG000330","OY",7.772,3.399,"10-May-18","TME419","14-May-19","18-Jul-19","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",8,"diffeffC",369,"HarvestDate_CON","14-May-19",5,14,2019,"May","May",12,12,"OY"
"4510","ACHHNG001899","ACEANG000330","OY",7.777,3.409,"22-Jul-18","TME419","18-Jul-19","18-Jul-19","TRUE",7,22,2018,2018-07-22,"Jul","yield_SSR",175,"diffeffH",361,"HarvestDate_SSR","18-Jul-19",7,18,2019,"Jul","Jul",12,12,"OY"
"4531","ACHHNG001899","ACEANG000330","OY",7.777,3.409,"22-Jul-18","TME419","18-Jul-19","18-Jul-19","TRUE",7,22,2018,2018-07-22,"Jul","yield_SSR",175,"diffeffC",361,"HarvestDate_SSR","18-Jul-19",7,18,2019,"Jul","Jul",12,12,"OY"
"8611","ACHHNG001899","ACEANG000330","OY",7.777,3.409,"22-Jul-18","TME419","18-Jul-19","18-Jul-19","TRUE",7,22,2018,2018-07-22,"Jul","yield_SSR",175,"diffeffH",361,"HarvestDate_CON","18-Jul-19",7,18,2019,"Jul","Jul",12,12,"OY"
"12691","ACHHNG001899","ACEANG000330","OY",7.777,3.409,"22-Jul-18","TME419","18-Jul-19","18-Jul-19","TRUE",7,22,2018,2018-07-22,"Jul","yield_SSR",175,"diffeffC",361,"HarvestDate_CON","18-Jul-19",7,18,2019,"Jul","Jul",12,12,"OY"
"4551","ACHHNG002091","ACEANG000329","OY",8.513,3.494,"4-Jun-18","TME419","15-Jul-19","18-Jul-18","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_SSR","18-Jul-18",7,18,2018,"Jul","Jun",14,14,"OY"
"12711","ACHHNG002091","ACEANG000329","OY",8.513,3.494,"4-Jun-18","TME419","15-Jul-19","18-Jul-18","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_CON","15-Jul-19",7,15,2019,"Jul","Jun",14,14,"OY"
"4810","ACHHNG002093","ACEANG000329","OY",8.514,3.495,"4-Jun-18","TME419","15-Jul-19","10-Dec-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",554,"HarvestDate_SSR","10-Dec-19",12,10,2019,"Dec","Jun",18,18,"OY"
"4561","ACHHNG002093","ACEANG000329","OY",8.514,3.495,"4-Jun-18","TME419","15-Jul-19","10-Dec-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_SSR","10-Dec-19",12,10,2019,"Dec","Jun",14,14,"OY"
"8641","ACHHNG002093","ACEANG000329","OY",8.514,3.495,"4-Jun-18","TME419","15-Jul-19","10-Dec-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",554,"HarvestDate_CON","15-Jul-19",7,15,2019,"Jul","Jun",18,18,"OY"
"12721","ACHHNG002093","ACEANG000329","OY",8.514,3.495,"4-Jun-18","TME419","15-Jul-19","10-Dec-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_CON","15-Jul-19",7,15,2019,"Jul","Jun",14,14,"OY"
"4910","ACHHNG002094","ACEANG000329","OY",8.465,3.518,"4-Jun-18","TME419","15-Jul-19","12-Nov-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",526,"HarvestDate_SSR","12-Nov-19",11,12,2019,"Nov","Jun",18,18,"OY"
"4571","ACHHNG002094","ACEANG000329","OY",8.465,3.518,"4-Jun-18","TME419","15-Jul-19","12-Nov-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_SSR","12-Nov-19",11,12,2019,"Nov","Jun",14,14,"OY"
"8651","ACHHNG002094","ACEANG000329","OY",8.465,3.518,"4-Jun-18","TME419","15-Jul-19","12-Nov-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffH",526,"HarvestDate_CON","15-Jul-19",7,15,2019,"Jul","Jun",18,18,"OY"
"12731","ACHHNG002094","ACEANG000329","OY",8.465,3.518,"4-Jun-18","TME419","15-Jul-19","12-Nov-19","TRUE",6,4,2018,2018-06-04,"Jun","yield_SSR",NA,"diffeffC",406,"HarvestDate_CON","15-Jul-19",7,15,2019,"Jul","Jun",14,14,"OY"
"5010","ACHHNG002095","ACEANG000329","OY",8.536,3.471,"26-Jul-18","TME419","26-Jul-18","25-Feb-20","TRUE",7,26,2018,2018-07-26,"Jul","yield_SSR",NA,"diffeffH",579,"HarvestDate_SSR","25-Feb-20",2,25,2020,"Feb","Jul",19,19,"OY"
"8661","ACHHNG002095","ACEANG000329","OY",8.536,3.471,"26-Jul-18","TME419","26-Jul-18","25-Feb-20","TRUE",7,26,2018,2018-07-26,"Jul","yield_SSR",NA,"diffeffH",579,"HarvestDate_CON","26-Jul-18",7,26,2018,"Jul","Jul",19,19,"OY"
"5110","ACHHNG002098","ACEANG000329","OY",8.534,3.47,"26-Jul-18","TME419","27-Jul-18","5-Feb-20","TRUE",7,26,2018,2018-07-26,"Jul","yield_SSR",NA,"diffeffH",559,"HarvestDate_SSR","5-Feb-20",2,5,2020,"Feb","Jul",19,19,"OY"
"8671","ACHHNG002098","ACEANG000329","OY",8.534,3.47,"26-Jul-18","TME419","27-Jul-18","5-Feb-20","TRUE",7,26,2018,2018-07-26,"Jul","yield_SSR",NA,"diffeffH",559,"HarvestDate_CON","27-Jul-18",7,27,2018,"Jul","Jul",19,19,"OY"
"5210","ACHHNG002201","ACEANG000162","OG",6.768,3.905,"10-Mar-18","other_local","15-Mar-19","15-Jan-19","TRUE",3,10,2018,2018-03-10,"Mar","yield_SSR",75.39,"diffeffH",311,"HarvestDate_SSR","15-Jan-19",1,15,2019,"Jan","Mar",10,10,"OG"
"4601","ACHHNG002201","ACEANG000162","OG",6.768,3.905,"10-Mar-18","other_local","15-Mar-19","15-Jan-19","TRUE",3,10,2018,2018-03-10,"Mar","yield_SSR",75.39,"diffeffC",370,"HarvestDate_SSR","15-Jan-19",1,15,2019,"Jan","Mar",12,12,"OG"
"8681","ACHHNG002201","ACEANG000162","OG",6.768,3.905,"10-Mar-18","other_local","15-Mar-19","15-Jan-19","TRUE",3,10,2018,2018-03-10,"Mar","yield_SSR",75.39,"diffeffH",311,"HarvestDate_CON","15-Mar-19",3,15,2019,"Mar","Mar",10,10,"OG"
"12761","ACHHNG002201","ACEANG000162","OG",6.768,3.905,"10-Mar-18","other_local","15-Mar-19","15-Jan-19","TRUE",3,10,2018,2018-03-10,"Mar","yield_SSR",75.39,"diffeffC",370,"HarvestDate_CON","15-Mar-19",3,15,2019,"Mar","Mar",12,12,"OG"
"4641","ACHHNG002206","ACEANG000162","OG",6.771,3.91,"10-May-18","other_local","10-Feb-19","10-Dec-18","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",49.05,"diffeffC",276,"HarvestDate_SSR","10-Dec-18",12,10,2018,"Dec","May",9,9,"OG"
"12801","ACHHNG002206","ACEANG000162","OG",6.771,3.91,"10-May-18","other_local","10-Feb-19","10-Dec-18","TRUE",5,10,2018,2018-05-10,"May","yield_SSR",49.05,"diffeffC",276,"HarvestDate_CON","10-Feb-19",2,10,2019,"Feb","May",9,9,"OG"
"5810","ACHHNG002208","ACEANG000162","OG",6.768,3.918,"5-Apr-18","other_local","5-May-19","5-Mar-19","TRUE",4,5,2018,2018-04-05,"Apr","yield_SSR",107,"diffeffH",334,"HarvestDate_SSR","5-Mar-19",3,5,2019,"Mar","Apr",11,11,"OG"
"4661","ACHHNG002208","ACEANG000162","OG",6.768,3.918,"5-Apr-18","other_local","5-May-19","5-Mar-19","TRUE",4,5,2018,2018-04-05,"Apr","yield_SSR",107,"diffeffC",395,"HarvestDate_SSR","5-Mar-19",3,5,2019,"Mar","Apr",13,13,"OG"
"8741","ACHHNG002208","ACEANG000162","OG",6.768,3.918,"5-Apr-18","other_local","5-May-19","5-Mar-19","TRUE",4,5,2018,2018-04-05,"Apr","yield_SSR",107,"diffeffH",334,"HarvestDate_CON","5-May-19",5,5,2019,"May","Apr",11,11,"OG"
"12821","ACHHNG002208","ACEANG000162","OG",6.768,3.918,"5-Apr-18","other_local","5-May-19","5-Mar-19","TRUE",4,5,2018,2018-04-05,"Apr","yield_SSR",107,"diffeffC",395,"HarvestDate_CON","5-May-19",5,5,2019,"May","Apr",13,13,"OG"
"5910","ACHHNG002209","ACEANG000162","OG",6.773,3.906,"24-Mar-18","other_local","24-Mar-19","24-Jan-19","TRUE",3,24,2018,2018-03-24,"Mar","yield_SSR",42.63,"diffeffH",306,"HarvestDate_SSR","24-Jan-19",1,24,2019,"Jan","Mar",10,10,"OG"
